1AfrbMq-Nrw_ZRt2fAbM-GIrgC7hW2VGd	1XNJAJTHCf1xzBV0R4EM9KlYnLJPeMnOy	folder	01_get-started-with-data-calculations
1SWVC6Lf1sgKgE4cq4D466UF8O5FUg61r	1XNJAJTHCf1xzBV0R4EM9KlYnLJPeMnOy	folder	02_pivot-pivot-pivot
1M6GcrSgCln_joue54jnmjgrj21RK9D11	1XNJAJTHCf1xzBV0R4EM9KlYnLJPeMnOy	folder	05_using-sql-with-temporary-tables
13ClbZaJGJIR70gyXA4kvxtt3kwNWYrtC	1XNJAJTHCf1xzBV0R4EM9KlYnLJPeMnOy	folder	06_weekly-challenge-4
1uouEkJs13KoPTpUOSuyVsPD6zfXRyvY5	1FjLWP8oe5zu6Wf9G2rSjKQRahTZxHCpZ	folder	01_vlookup-for-data-aggregation
12ekhfGpgkzpL5nF6o3D_yj4F7u5MYKfV	1FjLWP8oe5zu6Wf9G2rSjKQRahTZxHCpZ	folder	02_use-joins-to-aggregate-data-in-sql
1z2Zn0mLdu5XzqBt_aBk8CJAAHayuZ4zK	1FjLWP8oe5zu6Wf9G2rSjKQRahTZxHCpZ	folder	03_work-with-subqueries
1Ak6mRr1sMNDJbI18-AR6FNAe5i680OG9	1FjLWP8oe5zu6Wf9G2rSjKQRahTZxHCpZ	folder	04_weekly-challenge-3
1y63MT6DZCLwjeAL1ZpaSlxJCm3FQPvy7	1pOJ6uOJ2U3JUQKJ7klgRjjSxzzIJwCuy	folder	03_amazing-teamwork
1z2RaOrbpqvuqBHNrHWXEo6IsqgwcKUaX	1pOJ6uOJ2U3JUQKJ7klgRjjSxzzIJwCuy	folder	04_weekly-challenge-4
1UxpGphTwlNlxzg8bmKRwEjE9_bc-rr6A	1pOJ6uOJ2U3JUQKJ7klgRjjSxzzIJwCuy	folder	02_communication-is-key
1XpMGXFoLKx9KbfbwxppW5rQuImLkP8Zb	1pOJ6uOJ2U3JUQKJ7klgRjjSxzzIJwCuy	folder	05_course-challenge
11UsinEfTB02enYJbiv-H0EovzkzhJENW	1pOJ6uOJ2U3JUQKJ7klgRjjSxzzIJwCuy	folder	01_balance-team-and-stakeholder-needs
10MXi7RKgUBlpmlmsb2sjaXUba5ajKxaA	1d3qA-8BN24a7Po-QaXR72rbGnCRLKcgu	folder	01_working-with-spreadsheets
1NtLslDw5HVDjyBXTvC8SQuhx03xjhlbX	1d3qA-8BN24a7Po-QaXR72rbGnCRLKcgu	folder	02_formulas-in-spreadsheets
1bujfQz7uOUK0kOxGqGzDPaL_UeAbNzPZ	1d3qA-8BN24a7Po-QaXR72rbGnCRLKcgu	folder	05_weekly-challenge-3
1mK2luUm0TFFPxXp50jUCqMQaqC1Z0sce	1d3qA-8BN24a7Po-QaXR72rbGnCRLKcgu	folder	04_save-time-with-structured-thinking
1c6OB1FqDMXoNwtF6F7OfzDCSUPCag1NC	1d3qA-8BN24a7Po-QaXR72rbGnCRLKcgu	folder	03_functions-in-spreadsheets
1u3rtUtmNZalWSRzg0a47_a8_-wQ7x0Fk	1dCfEcVoVaKEvzPhpMGDVx73ntVlDVlGJ	folder	02_take-action-with-data
