1gnMZXw3nfYkaX8tXv129nyJeSzWsCagk	11cZMQxR-aQTO5umIF4tYt6x7tHtP_kHB	02_balancing-security-and-analytics_instructions.html
11r_HIHA5gP8fyyPngRsvIAxvGB-PghAw	11cZMQxR-aQTO5umIF4tYt6x7tHtP_kHB	01_security-features-in-spreadsheets.en.txt
1EUAqaZXBON5gk24e8u7JLGzoltwJlwJI	11cZMQxR-aQTO5umIF4tYt6x7tHtP_kHB	03_self-reflection-protecting-your-resources_quiz.html
1x-sIHdZLygkDciDzxywJxWomY4x_5ajI	11cZMQxR-aQTO5umIF4tYt6x7tHtP_kHB	04_test-your-knowledge-on-securing-your-data_quiz.html
1KljqWIzAqF1fMB1TIEah0EPZ-RlMX1Eb	11cz03cxPwtCWuYe_ZQ23DyPGUUHjcXTp	02_weekly-challenge-1_exam.html
1kxORRxYto4LIJmttxKtURLadbpAAXFv-	11cz03cxPwtCWuYe_ZQ23DyPGUUHjcXTp	01_glossary-terms-and-definitions_Course_3_Week_1_Glossary___DA_terms_and_definitions.docx
1SAABXAazAL9uEELccv6fwkoy4cDrCIMv	11cz03cxPwtCWuYe_ZQ23DyPGUUHjcXTp	01_glossary-terms-and-definitions_instructions.html
1EqVn9Oo5qM4eZG1iZ9G4wWg9mFBYRb4g	11cBg-HnJUySiupntILEixrSf8AXVABBr	03_coming-up-next_instructions.html
1jrBrD-RWL45zaovPXJoMlYHFoeyeYXjP	11cBg-HnJUySiupntILEixrSf8AXVABBr	01_course-challenge_exam.html
117xZxz1spHd_LRbygswI4FaXjl44kYJf	11cBg-HnJUySiupntILEixrSf8AXVABBr	02_congratulations.en.txt
1ULOuX9DsNMPaXL5uKlEfi-l0CNLvrkZM	11cBg-HnJUySiupntILEixrSf8AXVABBr	02_congratulations.mp4
1LSPFbEf71ONZXYhJb3B7SW9YPvXinSh1	11b6n_CGmo9nRYqBgnZd3aMGEVg8XauGE	02_stages-of-the-data-life-cycle.mp4
1WthtR_B4Bo8a3ZVl5_0nNKgxNZGwhlhE	11b6n_CGmo9nRYqBgnZd3aMGEVg8XauGE	01_learning-about-data-phases-and-tools.mp4
1TUJqu2gDgJHq29Kpyxyw6CIf0OGrbr7r	11b6n_CGmo9nRYqBgnZd3aMGEVg8XauGE	02_stages-of-the-data-life-cycle.en.txt
1e6zJSz1nCw4Fvhb1gY-xFbKXDBkpTwIa	11b6n_CGmo9nRYqBgnZd3aMGEVg8XauGE	04_self-reflection-collecting-data_quiz.html
1TKMGad5HLcdy1xJJFQC-pH-KRzsmF3gO	11b6n_CGmo9nRYqBgnZd3aMGEVg8XauGE	05_test-your-knowledge-on-the-data-life-cycle_quiz.html
1TTKpx--KF5FOp147-lhw2R-Koombm06i	11b6n_CGmo9nRYqBgnZd3aMGEVg8XauGE	01_learning-about-data-phases-and-tools.en.txt
1e8mHknvDqeoaMeL3O6pGaAqP1H74ObGU	11b6n_CGmo9nRYqBgnZd3aMGEVg8XauGE	03_variations-of-the-data-life-cycle_instructions.html
